yr,resid_curr,resid_regis,pop_mig
2012,Jilin,Hebei,10298
2013,Jilin,Hebei,10586
2014,Jilin,Hebei,10928
2004,Jilin,Shanxi,1058
2005,Jilin,Shanxi,1047
2006,Jilin,Shanxi,1411
2007,Jilin,Shanxi,1767
2008,Jilin,Shanxi,2124
2009,Jilin,Shanxi,2429
2010,Jilin,Shanxi,2833
2011,Jilin,Shanxi,2924
2012,Jilin,Shanxi,3179
2013,Jilin,Shanxi,3411
2014,Jilin,Shanxi,3667
2004,Jilin,Neimenggu,19806
2005,Jilin,Neimenggu,19602
2006,Jilin,Neimenggu,19035
2007,Jilin,Neimenggu,18471
2008,Jilin,Neimenggu,18002
2009,Jilin,Neimenggu,17200
2010,Jilin,Neimenggu,17128
2011,Jilin,Neimenggu,16389
2012,Jilin,Neimenggu,16559
2013,Jilin,Neimenggu,16536
2014,Jilin,Neimenggu,16575
2004,Jilin,Liaoning,33565
2005,Jilin,Liaoning,33219
2006,Jilin,Liaoning,32765
2007,Jilin,Liaoning,32302
2008,Jilin,Liaoning,31998
2009,Jilin,Liaoning,31086
2010,Jilin,Liaoning,31487
2011,Jilin,Liaoning,32397
2012,Jilin,Liaoning,35136
2013,Jilin,Liaoning,37603
2014,Jilin,Liaoning,40339
2004,Jilin,Heilongjiang,80435
2005,Jilin,Heilongjiang,79606
2006,Jilin,Heilongjiang,76239
2007,Jilin,Heilongjiang,72903
2008,Jilin,Heilongjiang,69965
2009,Jilin,Heilongjiang,65768
2010,Jilin,Heilongjiang,64374
2011,Jilin,Heilongjiang,65720
2012,Jilin,Heilongjiang,70772
2013,Jilin,Heilongjiang,75247
2014,Jilin,Heilongjiang,80237
2004,Jilin,Shanghai,302
2005,Jilin,Shanghai,299
2006,Jilin,Shanghai,398
2007,Jilin,Shanghai,494
2008,Jilin,Shanghai,591
2009,Jilin,Shanghai,673
2010,Jilin,Shanghai,783
2011,Jilin,Shanghai,862
2012,Jilin,Shanghai,990
2013,Jilin,Shanghai,1113
2014,Jilin,Shanghai,1247
2004,Jilin,Jiangsu,6199
2005,Jilin,Jiangsu,6135
2006,Jilin,Jiangsu,6302
2007,Jilin,Jiangsu,6461
2008,Jilin,Jiangsu,6648
2009,Jilin,Jiangsu,6700
2010,Jilin,Jiangsu,7033
2011,Jilin,Jiangsu,6530
2012,Jilin,Jiangsu,6388
2013,Jilin,Jiangsu,6159
2014,Jilin,Jiangsu,5941
2004,Jilin,Zhejiang,4384
2005,Jilin,Zhejiang,4339
2006,Jilin,Zhejiang,4812
2007,Jilin,Zhejiang,5272
2008,Jilin,Zhejiang,5748
2009,Jilin,Zhejiang,6098
2010,Jilin,Zhejiang,6701
2011,Jilin,Zhejiang,5899
2012,Jilin,Zhejiang,5417
2013,Jilin,Zhejiang,4841
2014,Jilin,Zhejiang,4254
2004,Jilin,Anhui,11188
2005,Jilin,Anhui,11073
2006,Jilin,Anhui,10754
2007,Jilin,Anhui,10437
2008,Jilin,Anhui,10174
2009,Jilin,Anhui,9722
2010,Jilin,Anhui,9683
2011,Jilin,Anhui,9134
2012,Jilin,Anhui,9090
2013,Jilin,Anhui,8933
2014,Jilin,Anhui,8801
2004,Jilin,Fujian,2570
2005,Jilin,Fujian,2544
2006,Jilin,Fujian,2733
2007,Jilin,Fujian,2916
2008,Jilin,Fujian,3110
2009,Jilin,Fujian,3237
2010,Jilin,Fujian,3499
2011,Jilin,Fujian,2991
2012,Jilin,Fujian,2644
2013,Jilin,Fujian,2245
2014,Jilin,Fujian,1834
2004,Jilin,Jiangxi,1058
2005,Jilin,Jiangxi,1047
2006,Jilin,Jiangxi,1339
2007,Jilin,Jiangxi,1623
2008,Jilin,Jiangxi,1911
2009,Jilin,Jiangxi,2152
2010,Jilin,Jiangxi,2481
2011,Jilin,Jiangxi,2227
2012,Jilin,Jiangxi,2094
2013,Jilin,Jiangxi,1927
2014,Jilin,Jiangxi,1760
2004,Jilin,Shandong,26459
2005,Jilin,Shandong,26186
2006,Jilin,Shandong,25239
2007,Jilin,Shandong,24299
2008,Jilin,Shandong,23488
2009,Jilin,Shandong,22250
2010,Jilin,Shandong,21957
2011,Jilin,Shandong,20221
2012,Jilin,Shandong,19598
2013,Jilin,Shandong,18697
2014,Jilin,Shandong,17822
2004,Jilin,Henan,14061
2005,Jilin,Henan,13916
2006,Jilin,Henan,13613
2007,Jilin,Henan,13310
2008,Jilin,Henan,13073
2009,Jilin,Henan,12592
2010,Jilin,Henan,12644
2011,Jilin,Henan,11595
2012,Jilin,Henan,11183
2013,Jilin,Henan,10610
2014,Jilin,Henan,10048
2004,Jilin,Hubei,8316
2005,Jilin,Hubei,8230
2006,Jilin,Hubei,8010
2007,Jilin,Hubei,7791
2008,Jilin,Hubei,7611
2009,Jilin,Hubei,7291
2010,Jilin,Hubei,7279
2011,Jilin,Hubei,6846
2012,Jilin,Hubei,6792
2013,Jilin,Hubei,6651
2014,Jilin,Hubei,6528
2004,Jilin,Hunan,907
2005,Jilin,Hunan,898
2006,Jilin,Hunan,1307
2007,Jilin,Hunan,1707
2008,Jilin,Hunan,2108
2009,Jilin,Hunan,2455
2010,Jilin,Hunan,2902
2011,Jilin,Hunan,2536
2012,Jilin,Hunan,2307
2013,Jilin,Hunan,2036
2014,Jilin,Hunan,1760
2004,Jilin,Guangdong,907
2005,Jilin,Guangdong,898
2006,Jilin,Guangdong,1082
2007,Jilin,Guangdong,1261
2008,Jilin,Guangdong,1444
2009,Jilin,Guangdong,1592
2010,Jilin,Guangdong,1806
2011,Jilin,Guangdong,1866
2012,Jilin,Guangdong,2031
2013,Jilin,Guangdong,2181
2014,Jilin,Guangdong,2347
2004,Jilin,Guangxi,152
2005,Jilin,Guangxi,150
2006,Jilin,Guangxi,295
2007,Jilin,Guangxi,437
2008,Jilin,Guangxi,578
2009,Jilin,Guangxi,703
2010,Jilin,Guangxi,857
2011,Jilin,Guangxi,747
2012,Jilin,Guangxi,678
2013,Jilin,Guangxi,596
2014,Jilin,Guangxi,513
2004,Jilin,Hainan,152
2005,Jilin,Hainan,150
2006,Jilin,Hainan,285
2007,Jilin,Hainan,418
2008,Jilin,Hainan,550
2009,Jilin,Hainan,667
2010,Jilin,Hainan,811
2011,Jilin,Hainan,747
2012,Jilin,Hainan,725
2013,Jilin,Hainan,692
2014,Jilin,Hainan,660
2004,Jilin,Chongqing,1361
2005,Jilin,Chongqing,1347
2006,Jilin,Chongqing,1432
2007,Jilin,Chongqing,1515
2008,Jilin,Chongqing,1604
2009,Jilin,Chongqing,1658
2010,Jilin,Chongqing,1782
2011,Jilin,Chongqing,1561
2012,Jilin,Chongqing,1426
2013,Jilin,Chongqing,1265
2014,Jilin,Chongqing,1100
2004,Jilin,Sichuan,6350
2005,Jilin,Sichuan,6285
2006,Jilin,Sichuan,6451
2007,Jilin,Sichuan,6610
2008,Jilin,Sichuan,6797
2009,Jilin,Sichuan,6847
2010,Jilin,Sichuan,7183
2011,Jilin,Sichuan,6489
2012,Jilin,Sichuan,6150
2013,Jilin,Sichuan,5716
2014,Jilin,Sichuan,5281
2004,Jilin,Guizhou,1209
2005,Jilin,Guizhou,1197
2006,Jilin,Guizhou,1170
2007,Jilin,Guizhou,1143
2008,Jilin,Guizhou,1121
2009,Jilin,Guizhou,1079
2010,Jilin,Guizhou,1082
2011,Jilin,Guizhou,1132
2012,Jilin,Guizhou,1246
2013,Jilin,Guizhou,1351
2014,Jilin,Guizhou,1467
2004,Jilin,Yunnan,1209
2005,Jilin,Yunnan,1197
2006,Jilin,Yunnan,1191
2007,Jilin,Yunnan,1184
2008,Jilin,Yunnan,1184
2009,Jilin,Yunnan,1160
2010,Jilin,Yunnan,1185
2011,Jilin,Yunnan,1207
2012,Jilin,Yunnan,1298
2013,Jilin,Yunnan,1378
2014,Jilin,Yunnan,1467
2004,Jilin,Tibet,0
2005,Jilin,Tibet,0
2006,Jilin,Tibet,23
2007,Jilin,Tibet,46
2008,Jilin,Tibet,68
2009,Jilin,Tibet,88
2010,Jilin,Tibet,112
2011,Jilin,Tibet,82
2012,Jilin,Tibet,57
2013,Jilin,Tibet,29
2014,Jilin,Tibet,0
2004,Jilin,Shaanxi,756
2005,Jilin,Shaanxi,748
2006,Jilin,Shaanxi,1043
2007,Jilin,Shaanxi,1331
2008,Jilin,Shaanxi,1621
2009,Jilin,Shaanxi,1869
2010,Jilin,Shaanxi,2194
2011,Jilin,Shaanxi,2387
2012,Jilin,Shaanxi,2716
2013,Jilin,Shaanxi,3031
2014,Jilin,Shaanxi,3374
2004,Jilin,Gansu,907
2005,Jilin,Gansu,898
2006,Jilin,Gansu,978
2007,Jilin,Gansu,1056
2008,Jilin,Gansu,1137
2009,Jilin,Gansu,1194
2010,Jilin,Gansu,1300
2011,Jilin,Gansu,1798
2012,Jilin,Gansu,2403
2013,Jilin,Gansu,3014
2014,Jilin,Gansu,3667
2004,Jilin,Qinghai,152
2005,Jilin,Qinghai,150
2006,Jilin,Qinghai,244
2007,Jilin,Qinghai,336
2008,Jilin,Qinghai,427
2009,Jilin,Qinghai,508
2010,Jilin,Qinghai,609
2011,Jilin,Qinghai,532
2012,Jilin,Qinghai,483
2013,Jilin,Qinghai,426
2014,Jilin,Qinghai,367
2004,Jilin,Ningxia,0
2005,Jilin,Ningxia,0
2006,Jilin,Ningxia,73
2007,Jilin,Ningxia,145
2008,Jilin,Ningxia,216
2009,Jilin,Ningxia,281
2010,Jilin,Ningxia,357
2011,Jilin,Ningxia,279
2012,Jilin,Ningxia,216
2013,Jilin,Ningxia,146
2014,Jilin,Ningxia,73
2004,Jilin,Xinjiang,152
2005,Jilin,Xinjiang,150
2006,Jilin,Xinjiang,336
2007,Jilin,Xinjiang,519
2008,Jilin,Xinjiang,700
2009,Jilin,Xinjiang,862
2010,Jilin,Xinjiang,1059
2011,Jilin,Xinjiang,896
2012,Jilin,Xinjiang,780
2013,Jilin,Xinjiang,649
2014,Jilin,Xinjiang,513
2004,Liaoning,Beijing,3539
2005,Liaoning,Beijing,3591
2006,Liaoning,Beijing,4018
2007,Liaoning,Beijing,4457
2008,Liaoning,Beijing,4933
2009,Liaoning,Beijing,5323
2010,Liaoning,Beijing,5960
2011,Liaoning,Beijing,6285
2012,Liaoning,Beijing,6798
2013,Liaoning,Beijing,7092
2014,Liaoning,Beijing,7261
2004,Liaoning,Tianjin,1474
2005,Liaoning,Tianjin,1496
2006,Liaoning,Tianjin,2251
2007,Liaoning,Tianjin,3027
2008,Liaoning,Tianjin,3845
2009,Liaoning,Tianjin,4605
2010,Liaoning,Tianjin,5597
2011,Liaoning,Tianjin,5142
2012,Liaoning,Tianjin,4956
2013,Liaoning,Tianjin,4683
2014,Liaoning,Tianjin,4401
2004,Liaoning,Hebei,36862
2005,Liaoning,Hebei,37409
2006,Liaoning,Hebei,38915
2007,Liaoning,Hebei,40452
2008,Liaoning,Hebei,42242
2009,Liaoning,Hebei,43252
2010,Liaoning,Hebei,46168
2011,Liaoning,Hebei,43869
2012,Liaoning,Hebei,43610
2013,Liaoning,Hebei,42410
2014,Liaoning,Hebei,40925
2004,Liaoning,Shanxi,4423
2005,Liaoning,Shanxi,4489
2006,Liaoning,Shanxi,5720
2007,Liaoning,Shanxi,6985
2008,Liaoning,Shanxi,8328
2009,Liaoning,Shanxi,9538
2010,Liaoning,Shanxi,11212
2011,Liaoning,Shanxi,10873
2012,Liaoning,Shanxi,11002
2013,Liaoning,Shanxi,10869
2014,Liaoning,Shanxi,10635
2004,Liaoning,Neimenggu,114567
2005,Liaoning,Neimenggu,116267
2006,Liaoning,Neimenggu,116624
2007,Liaoning,Neimenggu,116955
2008,Liaoning,Neimenggu,117872
2009,Liaoning,Neimenggu,116529
2010,Liaoning,Neimenggu,120144
2011,Liaoning,Neimenggu,103761
2012,Liaoning,Neimenggu,93936
2013,Liaoning,Neimenggu,83322
2014,Liaoning,Neimenggu,73416
2004,Liaoning,Jilin,194042
2005,Liaoning,Jilin,196921
2006,Liaoning,Jilin,196933
2007,Liaoning,Jilin,196881
2008,Liaoning,Jilin,197796
2009,Liaoning,Jilin,194907
2010,Liaoning,Jilin,200281
2011,Liaoning,Jilin,181739
2012,Liaoning,Jilin,173075
2013,Liaoning,Jilin,161699
2014,Liaoning,Jilin,150279
2004,Liaoning,Heilongjiang,380122
2005,Liaoning,Heilongjiang,385761
2006,Liaoning,Heilongjiang,383536
2007,Liaoning,Heilongjiang,381122
2008,Liaoning,Heilongjiang,380498
2009,Liaoning,Heilongjiang,372508
2010,Liaoning,Heilongjiang,380201
2011,Liaoning,Heilongjiang,339015
2012,Liaoning,Heilongjiang,317300
2013,Liaoning,Heilongjiang,291391
2014,Liaoning,Heilongjiang,266234
2004,Liaoning,Shanghai,2064
2005,Liaoning,Shanghai,2095
2006,Liaoning,Shanghai,2145
2007,Liaoning,Shanghai,2196
2008,Liaoning,Shanghai,2260
2009,Liaoning,Shanghai,2281
2010,Liaoning,Shanghai,2401
2011,Liaoning,Shanghai,2027
2012,Liaoning,Shanghai,1790
2013,Liaoning,Shanghai,1545
2014,Liaoning,Shanghai,1320
2004,Liaoning,Jiangsu,28458
2005,Liaoning,Jiangsu,28880
2006,Liaoning,Jiangsu,28899
2007,Liaoning,Jiangsu,28909
2008,Liaoning,Jiangsu,29061
2009,Liaoning,Jiangsu,28655
2010,Liaoning,Jiangsu,29465
2011,Liaoning,Jiangsu,25528
2012,Liaoning,Jiangsu,23189
2013,Liaoning,Jiangsu,20644
2014,Liaoning,Jiangsu,18262
2004,Liaoning,Zhejiang,19611
2005,Liaoning,Zhejiang,19902
2006,Liaoning,Zhejiang,19899
2007,Liaoning,Zhejiang,19889
2008,Liaoning,Zhejiang,19977
2009,Liaoning,Zhejiang,19680
2010,Liaoning,Zhejiang,20218
2011,Liaoning,Zhejiang,16966
2012,Liaoning,Zhejiang,14878
2013,Liaoning,Zhejiang,12735
2014,Liaoning,Zhejiang,10781
2004,Liaoning,Anhui,29932
2005,Liaoning,Anhui,30376
2006,Liaoning,Anhui,33927
2007,Liaoning,Anhui,37572
2008,Liaoning,Anhui,41528
2009,Liaoning,Anhui,44762
2010,Liaoning,Anhui,50066
2011,Liaoning,Anhui,44804
2012,Liaoning,Anhui,42086
2013,Liaoning,Anhui,38790
2014,Liaoning,Anhui,35571
2004,Liaoning,Fujian,12385
2005,Liaoning,Fujian,12569
2006,Liaoning,Fujian,12645
2007,Liaoning,Fujian,12720
2008,Liaoning,Fujian,12859
2009,Liaoning,Fujian,12753
2010,Liaoning,Fujian,13191
2011,Liaoning,Fujian,12455
2012,Liaoning,Fujian,12311
2013,Liaoning,Fujian,11911
2014,Liaoning,Fujian,11441
2004,Liaoning,Jiangxi,9732
2005,Liaoning,Jiangxi,9876
2006,Liaoning,Jiangxi,9659
2007,Liaoning,Jiangxi,9432
2008,Liaoning,Jiangxi,9243
2009,Liaoning,Jiangxi,8872
2010,Liaoning,Jiangxi,8867
2011,Liaoning,Jiangxi,7591
2012,Liaoning,Jiangxi,6808
2013,Liaoning,Jiangxi,5977
2014,Liaoning,Jiangxi,5207
2004,Liaoning,Shandong,82719
2005,Liaoning,Shandong,83946
2006,Liaoning,Shandong,82915
2007,Liaoning,Shandong,81826
2008,Liaoning,Shandong,81102
2009,Liaoning,Shandong,78796
2010,Liaoning,Shandong,79780
2011,Liaoning,Shandong,72805
2012,Liaoning,Shandong,69714
2013,Liaoning,Shandong,65479
2014,Liaoning,Shandong,61168
2004,Liaoning,Henan,66646
2005,Liaoning,Henan,67635
2006,Liaoning,Henan,69988
2007,Liaoning,Henan,72387
2008,Liaoning,Henan,75226
2009,Liaoning,Henan,76669
2010,Liaoning,Henan,81476
2011,Liaoning,Henan,71500
2012,Liaoning,Henan,65834
2013,Liaoning,Henan,59453
2014,Liaoning,Henan,53394
2004,Liaoning,Hubei,16662
2005,Liaoning,Hubei,16909
2006,Liaoning,Hubei,18086
2007,Liaoning,Hubei,19292
2008,Liaoning,Hubei,20635
2009,Liaoning,Hubei,21607
2010,Liaoning,Hubei,23551
2011,Liaoning,Hubei,18859
2012,Liaoning,Hubei,15630
2013,Liaoning,Hubei,12483
2014,Liaoning,Hubei,9681
2004,Liaoning,Hunan,5160
2005,Liaoning,Hunan,5237
2006,Liaoning,Hunan,6321
2007,Liaoning,Hunan,7434
2008,Liaoning,Hunan,8623
2009,Liaoning,Hunan,9669
2010,Liaoning,Hunan,11178
2011,Liaoning,Hunan,11080
2012,Liaoning,Hunan,11421
2013,Liaoning,Hunan,11461
2014,Liaoning,Hunan,11368
2004,Liaoning,Guangdong,5456
2005,Liaoning,Guangdong,5537
2006,Liaoning,Guangdong,5825
2007,Liaoning,Guangdong,6119
2008,Liaoning,Guangdong,6453
2009,Liaoning,Guangdong,6670
2010,Liaoning,Guangdong,7183
2011,Liaoning,Guangdong,6322
2012,Liaoning,Guangdong,5839
2013,Liaoning,Guangdong,5290
2014,Liaoning,Guangdong,4767
2004,Liaoning,Guangxi,1032
2005,Liaoning,Guangxi,1047
2006,Liaoning,Guangxi,1338
2007,Liaoning,Guangxi,1638
2008,Liaoning,Guangxi,1956
2009,Liaoning,Guangxi,2242
2010,Liaoning,Guangxi,2638
2011,Liaoning,Guangxi,2924
2012,Liaoning,Guangxi,3277
2013,Liaoning,Guangxi,3509
2014,Liaoning,Guangxi,3667
2004,Liaoning,Hainan,295
2005,Liaoning,Hainan,299
2006,Liaoning,Hainan,454
2007,Liaoning,Hainan,613
2008,Liaoning,Hainan,781
2009,Liaoning,Hainan,938
2010,Liaoning,Hainan,1141
2011,Liaoning,Hainan,1066
2012,Liaoning,Hainan,1043
2013,Liaoning,Hainan,1000
2014,Liaoning,Hainan,953
2004,Liaoning,Chongqing,7962
2005,Liaoning,Chongqing,8080
2006,Liaoning,Chongqing,9221
2007,Liaoning,Chongqing,10392
2008,Liaoning,Chongqing,11656
2009,Liaoning,Chongqing,12720
2010,Liaoning,Chongqing,14378
2011,Liaoning,Chongqing,12999
2012,Liaoning,Chongqing,12334
2013,Liaoning,Chongqing,11483
2014,Liaoning,Chongqing,10635
2004,Liaoning,Sichuan,28900
2005,Liaoning,Sichuan,29329
2006,Liaoning,Sichuan,32302
2007,Liaoning,Sichuan,35352
2008,Liaoning,Sichuan,38682
2009,Liaoning,Sichuan,41332
2010,Liaoning,Sichuan,45878
2011,Liaoning,Sichuan,37173
2012,Liaoning,Sichuan,31266
2013,Liaoning,Sichuan,25448
2014,Liaoning,Sichuan,20243
2004,Liaoning,Guizhou,1327
2005,Liaoning,Guizhou,1347
2006,Liaoning,Guizhou,2097
2007,Liaoning,Guizhou,2869
2008,Liaoning,Guizhou,3682
2009,Liaoning,Guizhou,4440
2010,Liaoning,Guizhou,5423
2011,Liaoning,Guizhou,6478
2012,Liaoning,Guizhou,7613
2013,Liaoning,Guizhou,8426
2014,Liaoning,Guizhou,9021
2004,Liaoning,Yunnan,2064
2005,Liaoning,Yunnan,2095
2006,Liaoning,Yunnan,2385
2007,Liaoning,Yunnan,2683
2008,Liaoning,Yunnan,3005
2009,Liaoning,Yunnan,3275
2010,Liaoning,Yunnan,3698
2011,Liaoning,Yunnan,3406
2012,Liaoning,Yunnan,3290
2013,Liaoning,Yunnan,3116
2014,Liaoning,Yunnan,2934
2004,Liaoning,Tibet,295
2005,Liaoning,Tibet,299
2006,Liaoning,Tibet,357
2007,Liaoning,Tibet,416
2008,Liaoning,Tibet,479
2009,Liaoning,Tibet,534
2010,Liaoning,Tibet,615
2011,Liaoning,Tibet,667
2012,Liaoning,Tibet,736
2013,Liaoning,Tibet,779
2014,Liaoning,Tibet,807
2004,Liaoning,Shaanxi,6488
2005,Liaoning,Shaanxi,6584
2006,Liaoning,Shaanxi,7220
2007,Liaoning,Shaanxi,7873
2008,Liaoning,Shaanxi,8588
2009,Liaoning,Shaanxi,9150
2010,Liaoning,Shaanxi,10132
2011,Liaoning,Shaanxi,8810
2012,Liaoning,Shaanxi,8034
2013,Liaoning,Shaanxi,7182
2014,Liaoning,Shaanxi,6381
2004,Liaoning,Gansu,3686
2005,Liaoning,Gansu,3741
2006,Liaoning,Gansu,4088
2007,Liaoning,Gansu,4444
2008,Liaoning,Gansu,4833
2009,Liaoning,Gansu,5138
2010,Liaoning,Gansu,5677
2011,Liaoning,Gansu,6741
2012,Liaoning,Gansu,7893
2013,Liaoning,Gansu,8716
2014,Liaoning,Gansu,9315
2004,Liaoning,Qinghai,1180
2005,Liaoning,Qinghai,1197
2006,Liaoning,Qinghai,1334
2007,Liaoning,Qinghai,1475
2008,Liaoning,Qinghai,1628
2009,Liaoning,Qinghai,1753
2010,Liaoning,Qinghai,1959
2011,Liaoning,Qinghai,1800
2012,Liaoning,Qinghai,1734
2013,Liaoning,Qinghai,1639
2014,Liaoning,Qinghai,1540
2004,Liaoning,Ningxia,2064
2005,Liaoning,Ningxia,2095
2006,Liaoning,Ningxia,1908
2007,Liaoning,Ningxia,1715
2008,Liaoning,Ningxia,1524
2009,Liaoning,Ningxia,1300
2010,Liaoning,Ningxia,1121
2011,Liaoning,Ningxia,1237
2012,Liaoning,Ningxia,1382
2013,Liaoning,Ningxia,1476
2014,Liaoning,Ningxia,1540
2004,Liaoning,Xinjiang,2801
2005,Liaoning,Xinjiang,2843
2006,Liaoning,Xinjiang,2860
2007,Liaoning,Xinjiang,2876
2008,Liaoning,Xinjiang,2908
2009,Liaoning,Xinjiang,2883
2010,Liaoning,Xinjiang,2982
2011,Liaoning,Xinjiang,3893
2012,Liaoning,Xinjiang,4809
2013,Liaoning,Xinjiang,5495
2014,Liaoning,Xinjiang,6014
2004,Neimenggu,Beijing,2204
2005,Neimenggu,Beijing,2544
2006,Neimenggu,Beijing,2987
2007,Neimenggu,Beijing,3459
2008,Neimenggu,Beijing,3982
2009,Neimenggu,Beijing,4455
2010,Neimenggu,Beijing,5157
2011,Neimenggu,Beijing,7556
2012,Neimenggu,Beijing,9905
2013,Neimenggu,Beijing,11769
2014,Neimenggu,Beijing,13275
2004,Neimenggu,Tianjin,1556
2005,Neimenggu,Tianjin,1796
2006,Neimenggu,Tianjin,2322
2007,Neimenggu,Tianjin,2920
2008,Neimenggu,Tianjin,3611
2009,Neimenggu,Tianjin,4302
2010,Neimenggu,Tianjin,5267
2011,Neimenggu,Tianjin,5875
2012,Neimenggu,Tianjin,6630
2013,Neimenggu,Tianjin,7159
2014,Neimenggu,Tianjin,7554
2004,Neimenggu,Hebei,49006
2005,Neimenggu,Hebei,56562
2006,Neimenggu,Hebei,70045
2007,Neimenggu,Hebei,85056
2008,Neimenggu,Hebei,102158
2009,Neimenggu,Hebei,118766
2010,Neimenggu,Hebei,142377
2011,Neimenggu,Hebei,126677
2012,Neimenggu,Hebei,118404
2013,Neimenggu,Hebei,108712
2014,Neimenggu,Hebei,99453
2004,Neimenggu,Shanxi,60155
2005,Neimenggu,Shanxi,69431
2006,Neimenggu,Shanxi,78980
2007,Neimenggu,Shanxi,88706
2008,Neimenggu,Shanxi,99125
2009,Neimenggu,Shanxi,107761
2010,Neimenggu,Shanxi,121336
2011,Neimenggu,Shanxi,114289
2012,Neimenggu,Shanxi,112890
2013,Neimenggu,Shanxi,109355
2014,Neimenggu,Shanxi,105394
2004,Neimenggu,Liaoning,24633
2005,Neimenggu,Liaoning,28431
2006,Neimenggu,Liaoning,33272
2007,Neimenggu,Liaoning,38412
2008,Neimenggu,Liaoning,44084
2009,Neimenggu,Liaoning,49183
2010,Neimenggu,Liaoning,56791
2011,Neimenggu,Liaoning,56360
2012,Neimenggu,Liaoning,58264
2013,Neimenggu,Liaoning,58749
2014,Neimenggu,Liaoning,58674
2004,Neimenggu,Jilin,21781
2005,Neimenggu,Jilin,25139
2006,Neimenggu,Jilin,29321
2007,Neimenggu,Jilin,33742
2008,Neimenggu,Jilin,38609
2009,Neimenggu,Jilin,42952
2010,Neimenggu,Jilin,49461
2011,Neimenggu,Jilin,47066
2012,Neimenggu,Jilin,46922
2013,Neimenggu,Jilin,45837
2014,Neimenggu,Jilin,44519
2004,Neimenggu,Heilongjiang,34875
2005,Neimenggu,Heilongjiang,40252
2006,Neimenggu,Heilongjiang,51074
2007,Neimenggu,Heilongjiang,63281
2008,Neimenggu,Heilongjiang,77305
2009,Neimenggu,Heilongjiang,91183
2010,Neimenggu,Heilongjiang,110686
2011,Neimenggu,Heilongjiang,101605
2012,Neimenggu,Heilongjiang,97961
2013,Neimenggu,Heilongjiang,92758
2014,Neimenggu,Heilongjiang,87498
2004,Neimenggu,Shanghai,130
2005,Neimenggu,Shanghai,150
2006,Neimenggu,Shanghai,223
2007,Neimenggu,Shanghai,308
2008,Neimenggu,Shanghai,409
2009,Neimenggu,Shanghai,515
2010,Neimenggu,Shanghai,658
2011,Neimenggu,Shanghai,692
2012,Neimenggu,Shanghai,749
2013,Neimenggu,Shanghai,784
2014,Neimenggu,Shanghai,807
2004,Neimenggu,Jiangsu,7649
2005,Neimenggu,Jiangsu,8829
2006,Neimenggu,Jiangsu,11397
2007,Neimenggu,Jiangsu,14315
2008,Neimenggu,Jiangsu,17685
2009,Neimenggu,Jiangsu,21054
2010,Neimenggu,Jiangsu,25759
2011,Neimenggu,Jiangsu,21358
2012,Neimenggu,Jiangsu,18469
2013,Neimenggu,Jiangsu,15551
2014,Neimenggu,Jiangsu,12908
2004,Neimenggu,Zhejiang,19187
2005,Neimenggu,Zhejiang,22146
2006,Neimenggu,Zhejiang,22442
2007,Neimenggu,Zhejiang,22127
2008,Neimenggu,Zhejiang,21297
2009,Neimenggu,Zhejiang,19437
2010,Neimenggu,Zhejiang,17715
2011,Neimenggu,Zhejiang,14643
2012,Neimenggu,Zhejiang,12615
2013,Neimenggu,Zhejiang,10574
2014,Neimenggu,Zhejiang,8728
2004,Neimenggu,Anhui,15817
2005,Neimenggu,Anhui,18256
2006,Neimenggu,Anhui,20350
2007,Neimenggu,Anhui,22390
2008,Neimenggu,Anhui,24500
2009,Neimenggu,Anhui,26072
2010,Neimenggu,Anhui,28724
2011,Neimenggu,Anhui,25746
2012,Neimenggu,Anhui,24247
2013,Neimenggu,Anhui,22433
2014,Neimenggu,Anhui,20683
2004,Neimenggu,Fujian,4797
2005,Neimenggu,Fujian,5537
2006,Neimenggu,Fujian,6588
2007,Neimenggu,Fujian,7724
2008,Neimenggu,Fujian,8992
2009,Neimenggu,Fujian,10167
2010,Neimenggu,Fujian,11887
2011,Neimenggu,Fujian,11292
2012,Neimenggu,Fujian,11239
2013,Neimenggu,Fujian,10964
2014,Neimenggu,Fujian,10635
2004,Neimenggu,Jiangxi,5834
2005,Neimenggu,Jiangxi,6734
2006,Neimenggu,Jiangxi,7626
2007,Neimenggu,Jiangxi,8526
2008,Neimenggu,Jiangxi,9485
2009,Neimenggu,Jiangxi,10265
2010,Neimenggu,Jiangxi,11506
2011,Neimenggu,Jiangxi,11529
2012,Neimenggu,Jiangxi,12014
2013,Neimenggu,Jiangxi,12195
2014,Neimenggu,Jiangxi,12248
2004,Neimenggu,Shandong,12316
2005,Neimenggu,Shandong,14215
2006,Neimenggu,Shandong,19842
2007,Neimenggu,Shandong,26396
2008,Neimenggu,Shandong,34074
2009,Neimenggu,Shandong,42005
2010,Neimenggu,Shandong,52864
2011,Neimenggu,Shandong,49724
2012,Neimenggu,Shandong,49053
2013,Neimenggu,Shandong,47462
2014,Neimenggu,Shandong,45693
2004,Neimenggu,Henan,32800
2005,Neimenggu,Henan,37858
2006,Neimenggu,Henan,44909
2007,Neimenggu,Henan,52503
2008,Neimenggu,Henan,60969
2009,Neimenggu,Henan,68772
2010,Neimenggu,Henan,80232
2011,Neimenggu,Henan,70639
2012,Neimenggu,Henan,65312
2013,Neimenggu,Henan,59294
2014,Neimenggu,Henan,53614
2004,Neimenggu,Hubei,6741
